지점,지점명,일시,평균기온(°C),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),평균운량(1/10),평균지면온도(°C)
236,부여,Nov-25,7.9,76,15.9,0.3,3.2,9.4
236,부여,Dec-25,1.8,73,34.1,0.5,4.4,2.9
236,부여,Jan-26,-2.2,64,2.9,1.3,3.7,0
236,부여,Feb-26,1.8,68,12.3,1.2,3.6,3
236,부여,Mar-26,6.9,68,71.6,1,4.1,8.8
236,부여,Apr-26,13.6,63,57.1,1.2,5.2,16.8
236,부여,May-26,,,14.1,,,
238,금산,May-22,17.4,57,4.7,1.3,3.9,22.6
238,금산,Jun-22,22.7,73,145.4,1.5,6,26.3
238,금산,Jul-22,25.6,82,183.7,1.1,6.3,28.8
238,금산,Aug-22,24.8,84,265.7,1,7.2,26.7
238,금산,Sep-22,20.4,77,68.2,1.1,6.4,23.5
238,금산,Oct-22,12.7,77,59.3,0.9,4.8,15.9
238,금산,Nov-22,7.6,73,54.2,0.8,4.3,9.2
238,금산,Dec-22,-2.8,72,18,1,4.6,1.1
238,금산,Jan-23,-1.9,71,28.7,1.1,3.5,-0.9
238,금산,Feb-23,1.2,64,8.7,1,4.2,1.8
238,금산,Mar-23,8.8,53,22,1.2,3.3,8.6
238,금산,Apr-23,12.7,63,46.1,1.3,4.7,14.6
238,금산,May-23,17.6,71,211.5,1.1,5.7,19.7
238,금산,Jun-23,22.6,72,196.9,1.2,6.1,26.5
238,금산,Jul-23,25.2,87,624.5,1,7.1,26.7
238,금산,Aug-23,26.3,82,248.7,1,6.2,29.9
238,금산,Sep-23,21.7,85,218.5,0.8,6.2,24.6
238,금산,Oct-23,13.1,79,7.6,0.8,4.2,16.5
238,금산,Nov-23,6.6,73,60,1.3,4.1,8.8
238,금산,Dec-23,1.5,79,127.7,1,4.5,3.2
238,금산,Jan-24,-0.1,74,54.3,1.1,4.2,1.6
238,금산,Feb-24,3.4,79,95.7,1,6.3,5
238,금산,Mar-24,6.3,64,72.7,1.4,4.4,8.2
238,금산,Apr-24,14.8,69,46.4,1,5.2,17.3
238,금산,May-24,17.3,69,83.2,1.2,4,22.1
238,금산,Jun-24,22.7,68,119.7,1.1,5.1,27.2
238,금산,Jul-24,26.2,83,501.5,1.3,6.8,27.4
238,금산,Aug-24,28.1,78,56.7,1,4.1,32.7
238,금산,Sep-24,25.1,79,264.8,0.9,5.4,28.5
238,금산,Oct-24,15.2,86,81,0.8,6.3,17.7
238,금산,Nov-24,8.7,76,32.7,0.9,4.6,10.6
238,금산,Dec-24,1,71,7.5,1,5,2.2
238,금산,Jan-25,-1,73,21.3,1,4.6,1
238,금산,Feb-25,-1,64,15.2,1.4,3.6,1.7
238,금산,Mar-25,7.5,61,36.5,1.6,4.9,8.7
238,금산,Apr-25,13.5,61,55.9,1.4,4,16.1
238,금산,May-25,17,72,104,1.2,5.3,19.6
238,금산,Jun-25,23.3,73,262.3,1.1,5.6,26.7
238,금산,Jul-25,27.2,77,222.1,1.1,4.7,30.9
238,금산,Aug-25,27,81,119.1,0.9,5.5,30
238,금산,Sep-25,22.9,85,285.8,0.9,7.4,25.2
238,금산,Oct-25,16.3,86,151.6,0.8,6.4,19.3
238,금산,Nov-25,7.5,73,25.7,0.9,3.4,8.8
238,금산,Dec-25,1.5,72,24.8,1,4.5,2.3
238,금산,Jan-26,-2.1,60,5.7,1.4,3.6,-0.1
238,금산,Feb-26,1.7,65,10.7,1.1,3.8,2.5
238,금산,Mar-26,7,64,71,1,4,8.4
238,금산,Apr-26,13.8,60,79.8,1.2,5.6,15.9
238,금산,May-26,,,20.8,,,
239,세종,May-22,18.4,52,9.4,1.5,3.6,22.9
239,세종,Jun-22,23.3,69,118.5,1.6,6,28.1
239,세종,Jul-22,26.4,79,239.5,1.2,6.3,31.9
239,세종,Aug-22,25.3,82,421,1.3,7,28.5
239,세종,Sep-22,21.8,70,138.8,1.5,6.3,25.6
239,세종,Oct-22,13.9,70,100.7,1.1,5,17.3
239,세종,Nov-22,9.4,65,39.8,1,4.4,10.8
239,세종,Dec-22,-2.4,64,19,1.1,4.7,-0.3
239,세종,Jan-23,-1.2,63,26.3,1.3,3.8,0.5
239,세종,Feb-23,2,61,4.1,1.4,3.7,5.8
239,세종,Mar-23,9.6,48,18.5,1.6,3.4,15.1
239,세종,Apr-23,13.3,59,48.8,1.8,5,16
239,세종,May-23,18.5,66,194.2,1.4,5.5,22.6
239,세종,Jun-23,23.1,71,112.6,1.5,5.8,28.4
239,세종,Jul-23,25.6,85,866.5,1.3,6.9,28.2
239,세종,Aug-23,26.7,80,301.6,1.5,6.3,31
239,세종,Sep-23,22.7,81,373.1,1.2,6.2,25.9
239,세종,Oct-23,14.8,74,5.3,1.2,4.2,17.4
239,세종,Nov-23,7.6,68,40,1.6,4.1,8.4
239,세종,Dec-23,2.3,75,112.3,1.4,4.6,2.9
239,세종,Jan-24,0.1,72,42.5,1.3,3.9,0.7
239,세종,Feb-24,4,76,104,1.5,6.2,4.4
239,세종,Mar-24,7,62,48.8,1.8,4.1,8.3
239,세종,Apr-24,15.8,63,43.3,1.5,5.2,17.9
239,세종,May-24,17.9,67,128.8,1.5,3.8,23.1
239,세종,Jun-24,23.3,67,104.3,1.3,4.4,29
239,세종,Jul-24,26.2,83,542.1,1.5,6.7,29.7
239,세종,Aug-24,28.1,78,70.7,1.3,4.1,32.7
239,세종,Sep-24,25.2,77,232.1,1.4,5.3,29.1
239,세종,Oct-24,15.7,83,97.1,1.1,5.6,17.7
239,세종,Nov-24,9.5,72,43.1,1.2,4.3,9.6
239,세종,Dec-24,1.3,67,6,1.3,4.5,1.1
239,세종,Jan-25,-0.3,68,19,1.3,4.2,-0.4
239,세종,Feb-25,-0.9,62,10.3,1.7,3,0
239,세종,Mar-25,7.7,60,55,1.9,4.6,8
239,세종,Apr-25,13.4,60,72.4,1.7,3.6,15.6
239,세종,May-25,17.1,70,78.5,1.4,5.3,20.5
239,세종,Jun-25,23.1,73,222.9,1.3,5.7,27.9
239,세종,Jul-25,27.5,75,278.9,1.2,4.7,32.6
239,세종,Aug-25,27.1,81,137.2,0.9,5.3,31.6
239,세종,Sep-25,22.7,84,259.8,1,7.1,25.8
239,세종,Oct-25,16.4,84,228.7,1,6.4,18.9
239,세종,Nov-25,8.5,70,19.5,1,3,9.3
239,세종,Dec-25,1.8,67,30.5,1.1,4.1,2
239,세종,Jan-26,-2.4,59,4.1,1.6,3.1,-1.4
239,세종,Feb-26,2.2,62,10.2,1.4,3.5,2.1
239,세종,Mar-26,7.4,61,75.6,1.5,3.9,9
239,세종,Apr-26,14,55,51.4,1.5,5.2,16.3
239,세종,May-26,,,21.4,,,
243,부안,May-22,18,62,7.2,1.6,3.8,22.3
243,부안,Jun-22,23,78,172.8,2.1,6.1,26.5
243,부안,Jul-22,26.5,81,126.1,1.6,6.3,30.2
243,부안,Aug-22,26,83,276.7,1.7,6.9,29.1
243,부안,Sep-22,21.9,78,85.9,,6.4,24.7
243,부안,Oct-22,14.7,74,37.6,1.3,4.8,17.1
243,부안,Nov-22,10.4,72,63.7,1.1,5.3,11.2
243,부안,Dec-22,-0.1,73,57,1.2,6.3,2.1
243,부안,Jan-23,0.7,73,35.4,1.2,4.4,2
243,부안,Feb-23,2.4,70,4.8,1.2,4.6,4.1
243,부안,Mar-23,8.9,60,19.8,1.7,4.5,11.9
243,부안,Apr-23,13.3,67,48.6,1.9,5.2,16.9
243,부안,May-23,18.6,72,236.7,1.7,5.8,22.5
243,부안,Jun-23,22.6,77,247.2,1.8,6,28.3
243,부안,Jul-23,26.1,86,647.2,1.9,7.2,27.7
243,부안,Aug-23,27,81,168.5,1.4,5.7,30.7
243,부안,Sep-23,23.1,83,191.2,1.1,6.1,26
243,부안,Oct-23,16,74,13.3,1.1,4.4,18
243,부안,Nov-23,9.2,73,104.7,1.7,5.5,9.9
243,부안,Dec-23,3.9,81,136.2,1.5,6.6,5.2
243,부안,Jan-24,2,77,54.7,1.2,5.7,3.4
243,부안,Feb-24,5.2,81,130.9,1.5,6.2,6.3
243,부안,Mar-24,7.3,71,75.2,1.9,4.6,9.4
243,부안,Apr-24,14.5,76,56.6,1.4,5.5,17.8
243,부안,May-24,17.7,73,88.3,1.8,4,22.8
243,부안,Jun-24,22.9,73,77.7,1.6,5.3,28.7
243,부안,Jul-24,27.1,83,325.5,2.1,6.5,29.3
243,부안,Aug-24,28.5,79,37.2,1.4,4.1,33.6
243,부안,Sep-24,25.8,79,165.1,1.1,4.9,29.1
243,부안,Oct-24,16.8,80,71.6,1,5.6,18.4
243,부안,Nov-24,10.5,72,50.4,1.3,4.7,11.4
243,부안,Dec-24,3.3,72,35,1.2,5.9,4.4
243,부안,Jan-25,1,75,44.8,1.2,4.9,2.8
243,부안,Feb-25,0.5,70,35.6,1.4,5,3.5
243,부안,Mar-25,8.3,65,43,2.1,4.8,10.8
243,부안,Apr-25,13.1,66,62.6,2.1,3.7,17.1
243,부안,May-25,17.4,72,82.9,1.8,5,20.9
243,부안,Jun-25,23.1,75,317.6,1.7,5.7,27.6
243,부안,Jul-25,27.8,76,209,1.5,4.4,32.2
243,부안,Aug-25,27.4,81,183,1.3,4.8,31.4
243,부안,Sep-25,23.8,82,348.1,1.3,7.1,25.9
243,부안,Oct-25,17.7,80,90.7,1.1,5.9,19.7
243,부안,Nov-25,9.7,72,21.5,1.2,3.4,11.3
243,부안,Dec-25,3.8,70,34.3,1.3,4.5,5.2
243,부안,Jan-26,-0.4,66,4.4,1.5,5.3,2.3
243,부안,Feb-26,3.1,70,21,1.4,4.1,4.6
243,부안,Mar-26,7,72,91.5,1.4,4.2,8.9
243,부안,Apr-26,13.3,67,88,1.6,5.6,15.7
243,부안,May-26,,,15.5,,,
244,임실,May-22,16.5,62,4.1,1.2,3.8,21.5
244,임실,Jun-22,21.8,78,263.8,1.4,6.3,24.9
244,임실,Jul-22,25,83,133.8,1.2,6.5,27.3
244,임실,Aug-22,24.5,85,168.9,1.2,7.5,26.8
244,임실,Sep-22,20.6,78,73.3,1.1,6.8,22.9
244,임실,Oct-22,13,76,49,0.9,4.5,15.1
244,임실,Nov-22,8.4,73,74.6,0.8,4.7,8.8
244,임실,Dec-22,-2.3,74,41.8,0.9,5.3,0.8
244,임실,Jan-23,-1.2,73,21.6,1,3.9,0.1
244,임실,Feb-23,1.6,67,14,0.9,4,2.6
244,임실,Mar-23,8.7,58,35.4,1.2,3.9,8.8
244,임실,Apr-23,12.5,67,62.6,1.4,5.1,13.9
244,임실,May-23,17.4,73,222,1.2,5.8,19.3
244,임실,Jun-23,21.8,76,208.1,1.2,6.2,26.4
244,임실,Jul-23,25,88,708.5,1.3,7.3,27.7
244,임실,Aug-23,25.9,83,328.2,1.1,6.3,28.9
244,임실,Sep-23,22,84,151.6,0.8,6.5,24.9
244,임실,Oct-23,13.6,77,11.1,0.8,4.5,15.7
244,임실,Nov-23,7.2,73,91.5,1.2,4.6,8.1
244,임실,Dec-23,2.5,79,129.8,1,4.9,3.7
244,임실,Jan-24,0.7,76,48.1,1,4.3,2.1
244,임실,Feb-24,4.2,79,108.5,1.1,6.3,5.1
244,임실,Mar-24,6.3,68,73.6,1.3,4.7,7.3
244,임실,Apr-24,14.8,72,74.3,1.1,5.6,16.8
244,임실,May-24,17.2,71,104.5,1.4,4,20.1
244,임실,Jun-24,21.9,73,100.4,1.1,5.7,25.1
244,임실,Jul-24,25.8,85,369.7,1.5,7,27.7
244,임실,Aug-24,27,82,107.9,1.1,4.3,30.1
244,임실,Sep-24,24.5,81,276.6,1,5.2,27.1
244,임실,Oct-24,15.3,83,83.1,0.8,5.8,17.5
244,임실,Nov-24,8.6,78,69.5,0.9,5,9.6
244,임실,Dec-24,1.1,75,23.7,0.9,5.5,2.4
244,임실,Jan-25,-1.2,76,52.6,0.9,4.9,1.1
244,임실,Feb-25,-1.5,69,27.5,1.2,4.8,1.3
244,임실,Mar-25,6.9,66,38.4,1.5,4.9,7.9
244,임실,Apr-25,12.6,65,59.3,1.6,4.1,14.9
244,임실,May-25,16.4,75,131.4,1.3,5.5,18.8
244,임실,Jun-25,22.3,76,302,1.3,5.7,26.5
244,임실,Jul-25,26.4,78,342.1,1.2,4.6,30.5
244,임실,Aug-25,26,85,271.4,1,5.6,29.4
244,임실,Sep-25,22.6,85,299,1,7.3,25
244,임실,Oct-25,16.5,84,97.6,0.9,6,18.4
244,임실,Nov-25,7.4,75,28,0.9,3.6,8.3
244,임실,Dec-25,2,72,35.5,1,4.9,2.8
244,임실,Jan-26,-2,64,3.3,1.2,4.3,0
244,임실,Feb-26,1.6,69,20.1,1,4,3
244,임실,Mar-26,6.7,67,75.4,1.1,4.3,8.3
244,임실,Apr-26,13.4,65,76.5,1.3,6,15
244,임실,May-26,,,16,,,
245,정읍,May-22,17.8,58,7,1.7,3.6,23.2
245,정읍,Jun-22,23,74,233.7,2.1,6,27
245,정읍,Jul-22,26.4,78,109.2,1.4,6.6,30.6
245,정읍,Aug-22,26,79,134.4,1.9,7.1,28.4
245,정읍,Sep-22,21.5,76,124.5,1.5,6.7,25.1
245,정읍,Oct-22,14.1,71,45,1.5,4.7,16.9
245,정읍,Nov-22,10.1,68,77.6,1.4,5.3,11.3
245,정읍,Dec-22,-0.7,70,66.7,1.5,5.7,0.6
245,정읍,Jan-23,0.2,69,22.1,1.6,4,0.5
245,정읍,Feb-23,1.9,66,7.9,1.2,4.2,2.4
245,정읍,Mar-23,9.1,53,30.9,1.6,4,9.6
245,정읍,Apr-23,13.2,62,47.9,1.7,5.1,15.6
245,정읍,May-23,18.7,67,202.1,1.4,5.9,22.3
245,정읍,Jun-23,22.8,72,230.8,1.5,6.1,29.2
245,정읍,Jul-23,26.2,81,705.4,1.7,7.2,29.2
245,정읍,Aug-23,26.9,78,260.2,1.4,5.7,31.6
245,정읍,Sep-23,23,79,198.8,1.1,6.2,26.4
245,정읍,Oct-23,15.6,71,16.7,1.2,4.2,17.4
245,정읍,Nov-23,9,69,90.9,1.9,4.8,8.9
245,정읍,Dec-23,3.8,75,124,1.5,5.6,4.2
245,정읍,Jan-24,1.8,72,67.9,1.3,4.8,2.2
245,정읍,Feb-24,5.2,76,106,1.4,6.4,5.5
245,정읍,Mar-24,7.1,66,69.3,2,4.5,8.7
245,정읍,Apr-24,15.2,72,70.8,1.7,5.6,18.5
245,정읍,May-24,18.1,69,83.9,2.2,4.1,22.7
245,정읍,Jun-24,23.3,70,76.3,2,5.6,27.5
245,정읍,Jul-24,27.5,81,307.4,3,6.7,29.3
245,정읍,Aug-24,28.8,78,126.9,1.6,4.2,32.5
245,정읍,Sep-24,26.2,78,153.6,1.5,5.2,29.7
245,정읍,Oct-24,16.7,81,87.8,1.6,5.7,18.3
245,정읍,Nov-24,10.1,73,47.2,1.9,4.9,10.8
245,정읍,Dec-24,2.6,72,29.6,1.9,6,3.1
245,정읍,Jan-25,0.6,75,42.4,1.7,4.9,1.4
245,정읍,Feb-25,-0.1,69,40.4,2.2,5.1,2.2
245,정읍,Mar-25,8.1,64,42.3,2.5,4.8,11
245,정읍,Apr-25,13.4,62,66.7,2.4,3.8,17.6
245,정읍,May-25,17.6,70,112.9,2.2,5,20.5
245,정읍,Jun-25,23.6,73,331,2.2,5.7,28
245,정읍,Jul-25,28.4,74,218.5,1.8,4.5,33.8
245,정읍,Aug-25,27.8,80,170.5,1.7,5,32.4
245,정읍,Sep-25,24.1,82,283.1,1.8,7.3,26.1
245,정읍,Oct-25,17.6,81,118.2,1.6,5.8,19.3
245,정읍,Nov-25,9.4,73,29.4,1.8,3.6,9.2
245,정읍,Dec-25,3.5,69,42.7,2.2,4.8,3.5
245,정읍,Jan-26,-0.9,66,4.6,2.3,5.1,0.3
245,정읍,Feb-26,2.6,70,21.4,1.9,4.4,3.4
245,정읍,Mar-26,7.1,68,95.7,1.8,4.1,9.6
245,정읍,Apr-26,13.7,66,74.4,1.9,5.9,16.3
245,정읍,May-26,,,20,,,
247,남원,May-22,17.9,58,1.6,1.6,4,23.2
247,남원,Jun-22,23.2,73,162.3,2.1,6.4,26.3
247,남원,Jul-22,26,80,158.2,1.6,6.7,28.8
247,남원,Aug-22,25.6,82,162.7,1.6,7.6,26.7
247,남원,Sep-22,21.4,73,70.4,2.4,6.6,23.9
247,남원,Oct-22,13.7,71,53.2,1.6,4.4,17.6
247,남원,Nov-22,8.8,71,54,1.4,4.7,11.3
247,남원,Dec-22,-1.9,71,28.8,1.3,5.3,0.2
247,남원,Jan-23,-1,69,26.4,1.3,3.9,0.6
247,남원,Feb-23,1.9,63,19.9,1.5,4.2,3.6
247,남원,Mar-23,9.1,55,45.5,1.7,3.8,11.3
247,남원,Apr-23,13.1,62,37.9,2.2,5.1,15.4
247,남원,May-23,18.2,70,172.6,2,6,20.9
247,남원,Jun-23,22.9,73,273,1.5,6.3,26.5
247,남원,Jul-23,26,85,628.9,1.6,7.5,27.3
247,남원,Aug-23,27.1,81,294.2,1.6,6.3,29.8
247,남원,Sep-23,23.2,80,107.1,1.5,6.4,25.2
247,남원,Oct-23,14.5,73,9.9,1.4,4.6,17.6
247,남원,Nov-23,7.6,73,83.5,1.4,4.4,9.3
247,남원,Dec-23,2.9,76,106.8,1.4,5.4,3.8
247,남원,Jan-24,1.1,72,34.3,1.6,4.5,2.5
247,남원,Feb-24,4.7,75,111.6,2.2,6.1,5.2
247,남원,Mar-24,7,64,65,2,4.9,8.3
247,남원,Apr-24,15.7,68,75.6,1.9,5.8,16.6
247,남원,May-24,18.4,66,91.1,2,4.1,22.1
247,남원,Jun-24,23,70,191,1.6,6,27.6
247,남원,Jul-24,27,82,312.8,1.9,6.9,28.4
247,남원,Aug-24,28.2,78,146.9,1.7,4.5,31.9
247,남원,Sep-24,25.6,81,223,1.8,5.2,27.6
247,남원,Oct-24,16.3,84,100.9,1.6,5.9,17.8
247,남원,Nov-24,9.4,78,60.1,1.3,5.2,9.9
247,남원,Dec-24,1.3,73,3.7,1.2,5.7,2.3
247,남원,Jan-25,-0.5,73,24,1.4,4.5,0.7
247,남원,Feb-25,-1.1,67,22.6,1.5,4.5,0.8
247,남원,Mar-25,7.6,63,22,2.4,5,9.2
247,남원,Apr-25,13.5,63,60.5,1.9,4.1,16.9
247,남원,May-25,17.1,72,128.7,1.9,5.4,19.9
247,남원,Jun-25,23.5,74,292.8,1.7,5.8,28
247,남원,Jul-25,27.5,76,343.4,1.9,4.5,32.3
247,남원,Aug-25,27,83,408.7,1.3,5.4,31
247,남원,Sep-25,23.5,84,244.5,1.7,7.2,25.4
247,남원,Oct-25,17.3,82,103.5,1.4,5.7,18.9
247,남원,Nov-25,7.9,76,29.7,1.3,3.5,8.3
247,남원,Dec-25,2.3,72,27.7,1.2,4.9,2.6
247,남원,Jan-26,-1.7,63,2.7,1.4,4.2,-0.8
247,남원,Feb-26,2.3,65,17.9,1.8,3.8,3.4
247,남원,Mar-26,7.7,64,64.8,2,4.2,9.9
247,남원,Apr-26,14.1,64,92.6,1.8,6.2,16.1
247,남원,May-26,,,17.5,,,
248,장수,May-22,16,61,3.8,1.5,3.9,21.5
248,장수,Jun-22,21.5,77,226.2,1.7,6.5,24.4
248,장수,Jul-22,24.3,84,157.1,1.2,6.7,26.3
248,장수,Aug-22,23.9,85,167.5,1.4,7.7,25.5
248,장수,Sep-22,19.1,80,74.9,1.4,6.7,22
248,장수,Oct-22,11.4,77,66.3,1.2,4.6,13.9
248,장수,Nov-22,6.9,74,89.3,1.1,4.5,8.2
248,장수,Dec-22,-3.6,72,26.9,1.4,5.1,0.3
248,장수,Jan-23,-2.6,72,28.5,1.4,4.1,-0.4
248,장수,Feb-23,0.3,68,13.6,1.2,4.1,2.3
248,장수,Mar-23,7.6,59,31.4,1.5,3.8,9.7
248,장수,Apr-23,11.4,66,64.2,1.6,4.9,13.8
248,장수,May-23,16.4,75,239.2,1.4,6,18.6
248,장수,Jun-23,21.2,76,348,1.4,6.3,25.2
248,장수,Jul-23,24.3,86,761.8,1.4,7.1,26.2
248,장수,Aug-23,24.9,86,296.2,1.2,6.5,28
248,장수,Sep-23,20.8,87,165.6,1,6.4,23.9
248,장수,Oct-23,12,78,15.9,1.1,4.5,14.9
248,장수,Nov-23,6,73,94.8,1.7,4.3,7.9
248,장수,Dec-23,1.1,78,108.9,1.4,5.1,3.5
248,장수,Jan-24,-0.3,74,56.5,1.5,4.4,2.2
248,장수,Feb-24,3,80,127.7,1.3,6.4,4.4
248,장수,Mar-24,5.1,67,74.1,1.8,5.1,6.5
248,장수,Apr-24,13.9,73,75.7,1.2,5.8,15.2
248,장수,May-24,16.3,70,112.2,1.5,4.3,19.8
248,장수,Jun-24,20.8,75,183.3,1.2,5.9,25.3
248,장수,Jul-24,25.1,84,470.2,1.6,7,26.4
248,장수,Aug-24,25.8,84,67.8,1.1,4.7,28.8
248,장수,Sep-24,23.2,84,278.9,1,5.6,26.4
248,장수,Oct-24,14,85,101.8,1.1,5.8,16.1
248,장수,Nov-24,7.3,79,79.2,1.1,5.2,8.2
248,장수,Dec-24,-0.2,73,16.9,1.5,6.2,1.5
248,장수,Jan-25,-2.6,75,38.1,1.3,5.3,0.3
248,장수,Feb-25,-2.9,67,26.2,1.8,4.8,0.8
248,장수,Mar-25,5.7,65,46,1.8,5.1,7
248,장수,Apr-25,11.8,63,67,1.8,4.4,14.2
248,장수,May-25,15.3,74,149.6,1.6,5.4,18.2
248,장수,Jun-25,21.5,76,317.9,1.4,5.8,25.3
248,장수,Jul-25,25.1,80,249.9,1.1,4.6,29.5
248,장수,Aug-25,25,85,251.2,1,5.7,28.6
248,장수,Sep-25,21.4,87,396.2,1.1,7.6,24.2
248,장수,Oct-25,15.4,86,146.2,1.1,6.3,17.6
248,장수,Nov-25,6.2,75,40.6,1.3,3.8,7
248,장수,Dec-25,0.9,72,39.1,1.5,5.4,2
248,장수,Jan-26,-3.2,61,4.9,1.9,4.8,-1.2
248,장수,Feb-26,0,67,21.4,1.4,4.1,1.8
248,장수,Mar-26,5.4,67,68.1,1.3,4.4,7.1
248,장수,Apr-26,12.2,65,91,1.5,5.9,14.2
248,장수,May-26,,,21,,,
251,고창군,May-22,17.5,60,0.2,1.6,3.7,23.5
251,고창군,Jun-22,22.9,76,155.1,2,6,26.7
251,고창군,Jul-22,26.4,80,101.7,1.6,6.7,29.1
251,고창군,Aug-22,26,82,51.7,1.6,7,28.9
251,고창군,Sep-22,21.8,78,95.1,1.6,6.7,24.7
251,고창군,Oct-22,14.1,75,53.7,1.4,4.8,16.5
251,고창군,Nov-22,10.1,72,91,1.4,4.9,11
251,고창군,Dec-22,-0.4,72,20.3,1.5,5.9,2.3
251,고창군,Jan-23,0.3,73,24.6,1.5,5,2.4
251,고창군,Feb-23,2.1,69,6.2,1.3,4,4.2
251,고창군,Mar-23,9,57,26.6,1.7,3.8,10.4
251,고창군,Apr-23,13.2,65,63.7,1.8,4.7,15.5
251,고창군,May-23,18.4,71,173,1.6,5.8,21.1
251,고창군,Jun-23,22.3,77,122.5,1.5,6,27.3
251,고창군,Jul-23,26.1,85,526.2,1.6,7.3,28.8
251,고창군,Aug-23,26.9,80,190.2,1.4,5.7,30.7
251,고창군,Sep-23,23,81,190.5,1.2,6.2,26.5
251,고창군,Oct-23,15.3,75,11.5,1.1,4.2,18.8
251,고창군,Nov-23,9,72,67.5,2,4.9,11.4
251,고창군,Dec-23,3.6,80,110.8,1.5,5.5,6.3
251,고창군,Jan-24,1.7,76,48.1,1.4,5,3.9
251,고창군,Feb-24,5.1,79,87.8,1.6,6.4,6.4
251,고창군,Mar-24,6.9,69,58.7,1.9,4.5,8.4
251,고창군,Apr-24,14.8,73,63.9,1.4,5.7,16.6
251,고창군,May-24,17.7,71,81,1.7,4,20.7
251,고창군,Jun-24,22.5,75,82.6,1.4,5.7,26.5
251,고창군,Jul-24,27,83,287.2,2,6.6,28.5
251,고창군,Aug-24,28.2,79,55.9,1.3,4.2,30.6
251,고창군,Sep-24,25.9,78,165.1,1.1,4.9,28
251,고창군,Oct-24,16.7,81,110.6,1.3,5.7,17.7
251,고창군,Nov-24,10.2,73,64.5,1.5,4.9,10.1
251,고창군,Dec-24,2.7,72,30.7,1.5,5.9,3.7
251,고창군,Jan-25,0.5,74,46.9,1.3,5,1.5
251,고창군,Feb-25,0,69,41.2,1.8,5.4,2.7
251,고창군,Mar-25,8,64,40.8,1.9,4.9,8.9
251,고창군,Apr-25,13.2,63,67.4,2,3.8,14.7
251,고창군,May-25,17.1,68,106.6,1.7,5.2,18.6
251,고창군,Jun-25,23,71,323.5,1.6,5.6,25.6
251,고창군,Jul-25,27.8,72,304.8,1.5,4.5,31.4
251,고창군,Aug-25,27.2,78,151.7,1.3,5.1,30
251,고창군,Sep-25,23.8,82,324,1.4,7.3,26.1
251,고창군,Oct-25,17.5,81,122.8,1.3,5.7,18.9
251,고창군,Nov-25,9.1,74,27.5,1.4,3.7,9.1
251,고창군,Dec-25,3.8,71,42.4,1.6,4.9,4.7
251,고창군,Jan-26,-0.8,68,5.9,1.9,5.3,1.8
251,고창군,Feb-26,2.4,72,25.3,1.5,4.4,4.1
251,고창군,Mar-26,6.8,71,96.5,1.5,4.1,9
251,고창군,Apr-26,13.3,69,73.7,1.6,6,15.4
251,고창군,May-26,,,18,,,
252,영광군,May-22,17.5,63,4.4,1.7,4,26.7
252,영광군,Jun-22,22.9,78,116,2.2,6.3,29.6
252,영광군,Jul-22,26.5,81,132.6,1.7,6.5,32.5
252,영광군,Aug-22,26.3,82,114.6,2,6.9,31.4
252,영광군,Sep-22,21.7,80,112.6,1.6,6.6,26.5
252,영광군,Oct-22,14.4,72,59.1,1.7,4.9,18.7
252,영광군,Nov-22,10.3,73,69.1,1.5,5.1,12.1
252,영광군,Dec-22,0.1,69,35.1,1.6,6.4,1.9
252,영광군,Jan-23,0.7,70,30.5,1.7,5.6,2.5
252,영광군,Feb-23,2.2,69,9.1,1.5,4.8,4.8
252,영광군,Mar-23,8.7,60,36.2,1.9,4.3,12.8
252,영광군,Apr-23,12.8,67,65.2,1.8,4.9,16.5
252,영광군,May-23,18.1,74,199.4,1.8,5.8,22.2
252,영광군,Jun-23,22.2,78,136.5,1.8,6.3,26.9
252,영광군,Jul-23,25.9,86,538.1,2.1,7.5,28.4
252,영광군,Aug-23,26.9,81,143.1,1.4,5.4,32
252,영광군,Sep-23,23.1,82,166,1.1,6.1,27.3
252,영광군,Oct-23,15.7,75,15.2,1.2,4.6,18.6
252,영광군,Nov-23,9.4,70,61.1,2.1,5.9,10.5
252,영광군,Dec-23,3.7,79,95.7,1.6,7,4.9
252,영광군,Jan-24,2.1,75,40,1.7,6,3.5
252,영광군,Feb-24,4.9,81,105.2,1.6,6.4,6.8
252,영광군,Mar-24,6.8,71,63.7,1.9,4.7,10.5
252,영광군,Apr-24,14.3,76,73.6,1.5,5.5,19.5
252,영광군,May-24,17.4,74,95.6,1.9,4,21.2
252,영광군,Jun-24,22.5,76,88.3,1.5,5.6,26.7
252,영광군,Jul-24,26.9,84,206,2.4,6.5,28.5
252,영광군,Aug-24,28.3,80,57.4,1.3,4.1,31.3
252,영광군,Sep-24,25.8,80,113.9,1.1,4.9,29.1
252,영광군,Oct-24,16.7,81,102.8,1.2,5.7,18.3
252,영광군,Nov-24,10.5,71,79.8,1.7,5,10.8
252,영광군,Dec-24,3.3,69,25.4,1.7,6.1,4.1
252,영광군,Jan-25,0.9,71,31.4,1.5,5,2.1
252,영광군,Feb-25,0.3,69,45.2,2.1,6,2.5
252,영광군,Mar-25,7.8,66,38.7,2.1,4.9,10
252,영광군,Apr-25,12.7,66,62.7,2.2,4,15.9
252,영광군,May-25,16.9,73,100.8,1.9,5.2,19.4
252,영광군,Jun-25,22.8,76,303.4,1.9,5.7,25.8
