
지점,시작일,종료일,지점명,지점주소,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
72263,2002-04-15,,SAN ANGELO/MATHIS,,,31.3667,-100.500,584,,,,
72265,2002-04-15,,MIDLAND/MIDLAND REG. AIR TERM.,,,31.9333,-102.1833,875,,,,
72266,2002-04-15,,ABILENE/MUN.,,,32.4167,-99.6833,542,,,,
72267,2002-04-15,,LUBBOCK/LUBBOCK INTERNATIONAL,,,33.650,-101.8167,996,,,,
72268,2002-04-15,,ROSWELL/INDUSTRIAL AIR CENTER,,,33.300,-104.5333,1118,,,,
72270,2002-04-15,,엘파소,,,31.800,-106.400,1206,,,,
72271,2002-04-15,,TRUTH OR CONSEQUENCES,,,33.2333,-107.2667,1481,,,,
72274,2002-04-15,,투싼,,,32.1167,-110.9333,788,,,,
72278,2002-04-15,,피닉스,,,33.4333,-112.0167,344,,,,
72290,2002-04-15,,샌디에고,,,32.7333,-117.1667,5,,,,
72295,2002-04-15,,로스앤젤스,,,33.9333,-118.400,38,,,,
72295,2002-04-15,,로스앤젤스,,,33.9333,-118.400,38,,,,
72297,2002-04-15,,롱비치,,,33.8167,-118.150,18,,,,
72302,2002-04-15,,WILMINGTON,,,37.2667,-77.900,10,,,,
72304,2002-04-15,,CAPE HATTERAS,,,35.2667,-75.550,2,,,,
72306,2002-04-15,,RALEIGH/RALEIGH-DURHAM,,,35.8667,-78.7833,132,,,,
72307,2002-04-15,2010-12-31,ELIZABETH CITY,,,36.250,-76.1667,,,,,
72308,2002-04-15,,NORFOLK/INT.,,,36.900,-76.200,8,,,,
72310,2002-04-15,,COLUMBIA,,,33.950,-81.1167,72,,,,
72311,2002-04-15,,ATHENS/MUN.,,,33.950,-83.3167,246,,,,
72312,2002-04-15,,GREENVILLE/GREENVILLE SPARTANB,,,34.900,-82.2167,293,,,,
72314,2002-04-15,,샤롯테,,,35.2167,-80.9333,228,,,,
72315,2002-04-15,,애쉬빌,,,35.4333,-82.550,659,,,,
72317,2002-04-15,,GREENSBORO/G.-HIGH PT.,,,36.0833,-79.950,277,,,,
72320,2002-04-15,,ROME,,,34.350,-85.1667,196,,,,
72323,2002-04-15,,HUNTSVILLE/MADISON CO.,,,34.650,-86.7667,191,,,,
72324,2002-04-15,,CHATTANOOGA/LOVELL FIELD,,,35.0333,-85.200,208,,,,
72325,2002-04-15,2010-12-31,CROSSVILLE,,,35.950,-85.0833,,,,,
72326,2002-04-15,,녹스빌,,,35.8167,-83.9833,299,,,,
72327,2002-04-15,,나쉬빌,,,36.1167,-86.6833,180,,,,
72332,2002-04-15,,TUPELO/C.D. LEMONS MUN,,,34.2667,-88.7667,110,,,,
72334,2002-04-15,,멤피스,,,35.050,-90.000,101,,,,
72340,2002-04-15,,리틀록,,,34.8333,-92.2667,173,,,,
72344,2002-04-15,,FORT SMITH/MUN.,,,35.3333,-94.3667,143,,,,
72351,2002-04-15,,WICHITA FALLS/SHEPS AFB/WICHIT,,,33.9667,-98.4833,309,,,,
72353,2002-04-15,,오클라호마,,,35.3833,-97.600,395,,,,
72356,2002-04-15,,TULSA/INT.,,,36.200,-95.8833,207,,,,
72360,2002-04-15,,CLAYTON/MUN.,,,36.450,-103.150,1515,,,,
72363,2002-04-15,,AMARILLO/INTL.,,,35.2167,-101.7167,1095,,,,
72365,2002-04-15,,ALBUQUERQUE/INT.,,,35.0333,-106.6167,1619,,,,
72370,2002-04-15,,KINGMAN/MOHAVE COUNTY A.,,,35.2667,-113.950,1050,,,,
72371,2002-04-15,,PAGE/PAGE A.,,,36.9333,-111.450,1314,,,,
72374,2002-04-15,,WINSLOW,,,35.0167,-110.7333,1505,,,,
72376,2002-04-15,,플래그스태프,,,36.2167,-111.8167,2179,,,,
72383,2002-04-15,,SANDBERG,,,34.750,-118.7333,1377,,,,
72384,2002-04-15,,베이커스필드,,,35.4333,-119.050,149,,,,
72386,2002-04-15,,라스베가스,,,36.0833,-115.1667,662,,,,
72386,2002-04-15,,라스베가스,,,36.0833,-115.1667,662,,,,
72387,2002-04-15,,MERCURY/DESERT ROCK,,,36.6167,-116.0167,1006,,,,
72389,2002-04-15,,프레즈노,,,36.7667,-119.7167,101,,,,
72394,2002-04-15,,SANTA MARIA,,,34.900,-120.450,79,,,,
72401,2002-04-15,,RICHMOND/BYRD,,,37.500,-77.3333,51,,,,
72402,2002-04-15,,WALLOPS ISLAND,,,37.9333,-75.4833,12,,,,
72403,2002-04-15,,와싱톤,,,38.950,-77.450,95,,,,
72403,2002-04-15,,와싱톤,,,38.950,-77.450,95,,,,
72405,2002-04-15,,와싱톤,,,38.850,-77.0333,5,,,,
72406,2002-04-15,,볼티모어,,,39.1833,-76.6667,48,,,,
72407,2002-04-15,,ATLANTIC CITY,,,39.450,-74.5667,21,,,,
72408,2002-04-15,,필라델피아,,,39.8833,-75.250,4,,,,
72410,2002-04-15,,LYNCHBURG/MUN. P. GLENN,,,37.3333,-79.200,285,,,,
72411,2002-04-15,,ROANOKE/MUN.,,,37.3167,-79.9667,358,,,,
72412,2002-04-15,,BECKLEY (RALEIGH CTY. MEMORIAL,,,37.7833,-81.1167,763,,,,
72414,2002-04-15,,챨스톤,,,38.3667,-81.600,299,,,,
72417,2002-04-15,,ELKINS/ELKINS-RANDOLPH CO.,,,38.8833,-79.850,606,,,,
72419,2002-04-15,2010-12-31,JACKSON,,,37.5833,-83.300,,,,,
72420,2002-04-15,2010-12-31,MANSFIELD,,,40.8167,-82.5167,,,,,
72421,2002-04-15,,신시내티,,,39.050,-84.6667,271,,,,
72422,2002-04-15,,LEXINGTON/BLUE GRASS,,,38.0333,-84.600,298,,,,
72423,2002-04-15,,LOUISVILLE/STANDIFORD,,,38.1833,-85.7333,151,,,,
72425,2002-04-15,,HUNTINGTON,,,38.3667,-82.550,252,,,,
72428,2002-04-15,,COLUMBUS/PORT COLUMBUS,,,40.000,-83.8667,247,,,,
72428,2002-04-15,,COLUMBUS/PORT COLUMBUS,,,40.000,-83.8667,247,,,,
72429,2002-04-15,,DAYTON/. COX,,,39.8667,-84.1167,307,,,,
72432,2002-04-15,,EVANSVILLE/REG.,,,38.050,-87.5333,127,,,,
72434,2002-04-15,,센트루이스,,,38.750,-90.3667,174,,,,
72435,2002-04-15,,PADUCAH,,,37.0667,-88.7667,,,,,
72438,2002-04-15,,인디애나폴리스,,,39.7333,-86.2667,243,,,,
72439,2002-04-15,,SPRINGFIELD/CAPITAL,,,39.850,-89.6667,181,,,,
72440,2002-04-15,,SPRINGFIELD/MUN.,,,37.2333,-93.400,391,,,,
72445,2002-04-15,,COLUMBIA/REGIONAL,,,38.8167,-92.2167,271,,,,
72446,2002-04-15,,캔자스시티,,,39.2833,-94.750,316,,,,
72450,2002-04-15,,WICHITA/MID-CONTINENT,,,37.650,-97.4333,406,,,,
72451,2002-04-15,,DODGE CITY/MUN.,,,37.750,-99.9667,786,,,,
72456,2002-04-15,,TOPEKA/MUN.,,,39.0667,-95.6167,270,,,,
72458,2002-04-15,,CONCORDIA/BLOSSER MUN.,,,39.550,-97.650,453,,,,
72462,2002-04-15,,ALAMOSA,,,37.4333,-105.8667,2297,,,,
72464,2002-04-15,,PUEBLO/MEMORIAL,,,38.2833,-104.500,1441,,,,
72465,2002-04-15,,GOODLAND/RENNER FIELD/GOODLAND,,,39.3667,-101.6833,1114,,,,
72475,2002-04-15,,MILFORD MUNICIPAL,,,38.4167,-113.0167,1536,,,,
72476,2002-04-15,,그랜드졍크션,,,39.1167,-108.5167,1474,,,,
72480,2002-04-15,,BISHOP,,,37.3667,-118.3667,1255,,,,
72486,2002-04-15,,ELY/YELLAND,,,39.2833,-114.850,1907,,,,
72488,2002-04-15,,르노,,,39.500,-119.7833,1344,,,,
72492,2002-04-15,,STOCKTON/METROPOLITAN CA.,,,37.900,-121.250,9,,,,
72494,2002-04-15,,샌프란시스코,,,37.6167,-122.3833,6,,,,
72494,2002-04-15,,샌프란시스코,,,37.6167,-122.3833,6,,,,
72502,2002-04-15,,뉴어크,,,40.700,-74.1667,5,,,,
72503,2002-04-15,,뉴욕,,,40.7667,-73.900,7,,,,
72503,2002-04-15,,뉴욕,,,40.7667,-73.900,7,,,,
72504,2002-04-15,,BRIDGEPORT/IGOR I. SIKORSKY ME,,,41.1667,-73.1333,3,,,,
72506,2002-04-15,,NEW YORK,,,40.7667,-73.9667,,,,,
72507,2002-04-15,,PROVIDENCE/GREEN STATE,,,41.7333,-71.4333,17,,,,
72508,2002-04-15,,HARTFORD/BRADLEY INTNL.,,,41.9333,-72.6833,53,,,,
72509,2002-04-15,,보스톤,,,42.3667,-71.0333,6,,,,
72509,2002-04-15,,보스톤,,,42.3667,-71.0333,6,,,,
72513,2002-04-15,,WILKES-BARRE-SCRANTON,,,41.3333,-75.7333,292,,,,
72514,2002-04-15,,WILLIAMSPORT/LYCOMING COUNTY,,,41.250,-76.9167,161,,,,
72515,2002-04-15,,BINGHAMTON/BROOME CO.,,,42.2167,-75.9833,497,,,,
72517,2002-04-15,,ALLENTOWN/A.-BETHLEHEM-EASTON,,,40.650,-75.4333,118,,,,
72518,2002-04-15,,ALBANY COUNTY AIRPORT,,,42.750,-73.800,88,,,,
72519,2002-04-15,,SYRACUSE/HANCOCK,,,43.1167,-76.1167,128,,,,
72520,2002-04-15,,피츠버그,,,40.500,-80.2167,367,,,,
72520,2002-04-15,,피츠버그,,,40.500,-80.2167,367,,,,
72521,2002-04-15,,AKRON/AKRON-CANTON REG. OH.,,,40.9167,-81.4333,374,,,,
72522,2002-04-15,,GLENN FALLS,,,43.3333,-73.600,,,,,
72524,2002-04-15,,클리블랜드,,,41.4167,-81.8667,241,,,,
72524,2002-04-15,,클리블랜드,,,41.4167,-81.8667,241,,,,
72525,2002-04-15,,YOUNGSTOWN,,,41.2667,-80.6667,365,,,,
72526,2002-04-15,,ERIE/INT.,,,42.0833,-80.1833,223,,,,
72528,2002-04-15,,버팔로,,,42.9333,-78.7167,218,,,,
72529,2002-04-15,,ROCHESTER/ROCHESTER-MONROE CO.,,,43.1167,-77.6667,171,,,,
72530,2002-04-15,,시카고,,,41.9833,-87.900,203,,,,
72530,2002-04-15,,시카고,,,41.9833,-87.900,203,,,,
72532,2002-04-15,,PEORIA/GREATER PEORIA MUN.,,,40.6667,-89.6833,201,,,,
72533,2002-04-15,,FORT WAYNE/MUN.,,,41.000,-85.200,245,,,,
72534,2002-04-15,,CHICAGO/MIDWAY,,,41.7833,-87.750,189,,,,
72535,2002-04-15,,SOUTH BEND/ST.JOSEPH CO.,,,41.700,-86.3167,241,,,,
72536,2002-04-15,,TOLEDO/EXPRESS,,,41.600,-83.800,208,,,,
72537,2002-04-15,,디트로이트,,,42.2333,-83.3333,195,,,,
72537,2002-04-15,,디트로이트,,,42.2333,-83.3333,195,,,,
72539,2002-04-15,,LANSING/CAPITAL CITY,,,42.7667,-84.600,261,,,,
72543,2002-04-15,,ROCKFORD/GREATER ROCKFORD,,,42.200,-89.100,224,,,,
72544,2002-04-15,,MOLINE/QUAD CITY,,,41.450,-90.5167,180,,,,
72546,2002-04-15,,DES MOINES/MUN.,,,41.5333,-93.650,292,,,,
72547,2002-04-15,,DUBUQUE/MUN.,,,42.400,-90.700,328,,,,
72548,2002-04-15,,WATERLOO/MUN.,,,42.550,-92.400,266,,,,
72550,2002-04-15,,EPPLEY FIELD,,,41.300,-95.900,300,,,,
72551,2002-04-15,,LINCOLN/MUN.,,,40.850,-96.750,365,,,,
72552,2002-04-15,,GRAND ISLAND/GR. IS. COUNTY,,,40.950,-98.3167,563,,,,
72556,2002-04-15,,NORFOLK/KARL STEFAN,,,41.9833,-97.4333,479,,,,
72557,2002-04-15,,SIOUX CITY/MUN.,,,42.400,-96.3833,334,,,,
72562,2002-04-15,,NORTH PLATTE/LEE BIRD,,,41.1167,-100.700,849,,,,
72564,2002-04-15,,CHEYENNE,,,41.150,-104.8167,1876,,,,
72565,2002-04-15,,덴버공항,,,39.8667,-104.6667,1656,,,,
72566,2002-04-15,,SCOTTSBLUFF,,,41.8667,-103.600,1209,,,,
72567,2002-04-15,,VALENTINE/MILLER,,,42.8667,-100.550,788,,,,
72569,2002-04-15,,CASPER/NATRONA COUNTY,,,42.9167,-106.4667,1630,,,,
72570,2002-04-15,,CRAIG/CRAIG-MOFFAT A.,,,40.500,-107.5333,,,,,
72572,2002-04-15,,솔트레이크,,,40.7833,-111.950,1288,,,,
72576,2002-04-15,,LANDER/HUNT,,,42.8167,-108.7333,1703,,,,
72578,2002-04-15,,POCATELLO/MUN.,,,42.9167,-112.600,1355,,,,
72583,2002-04-15,,WINNEMUCCA/MUN.,,,40.900,-117.800,1315,,,,
72591,2002-04-15,,RED BLUFF/MUN.,,,40.150,-122.250,108,,,,
72592,2002-04-15,,REDDING/MUN,,,40.500,-122.300,153,,,,
72594,2002-04-15,,유레카,,,40.800,-124.1667,13,,,,
72597,2002-04-15,,MEDFORD/MEDFORD-JACKSON COUNTY,,,42.3833,-122.8833,398,,,,
72605,2002-04-15,,CONCORD/MUN.,,,43.200,-71.500,103,,,,
72606,2002-04-15,,PORTLAND/INTNL. JET PORT,,,43.650,-70.3167,23,,,,
72606,2002-04-15,,PORTLAND/INTNL. JET PORT,,,43.650,-70.3167,23,,,,
72617,2002-04-15,,BURLINGTON/INT.,,,44.4667,-73.150,102,,,,
72635,2002-04-15,,GRAND RAPIDS/KENT CO.,,,42.8833,-85.5167,242,,,,
72636,2002-04-15,,MUSKEGON/COUNTY,,,43.1667,-86.250,191,,,,
72637,2002-04-15,,FLINT/BISHOP,,,42.9667,-83.750,238,,,,
72638,2002-04-15,,HOUGHTON LAKE/ROSCOMMON COUNTY,,,44.3667,-84.6833,351,,,,
72639,2002-04-15,,ALPENA/PHELPS COLLINS,,,45.0667,-83.5667,210,,,,
72640,2002-04-15,,밀워키,,,42.950,-87.900,220,,,,
72641,2002-04-15,,매디슨,,,43.1333,-89.3333,263,,,,
72644,2002-04-15,,ROCHESTER/MUN.,,,43.9167,-92.500,401,,,,
72645,2002-04-15,,GREEN BAY/A.-STRAUBEL,,,44.4833,-88.100,209,,,,
72651,2002-04-15,,SIOUX FALLS/FOSS FIELD,,,43.5833,-96.7333,435,,,,
72654,2002-04-15,,휴런,,,44.3833,-98.2167,392,,,,
72655,2002-04-15,,ST.CLOUD/WHITNEY,,,45.550,-94.0667,313,,,,
72656,2002-04-15,,PIERRE,,,44.3667,-100.2833,,,,,
72658,2002-04-15,,미내폴리스,,,44.8833,-93.2167,256,,,,
72659,2002-04-15,,ABERDEEN/REG.,,,45.450,-98.400,398,,,,
72662,2002-04-15,,RAPID CITY/REGIONAL AIRPORT,,,44.050,-103.050,976,,,,
72666,2002-04-15,,SHERIDAN/COUNTY,,,44.7667,-106.9667,1226,,,,
72672,2002-04-15,,RIVERTON,,,43.050,-108.4667,1698,,,,
72677,2002-04-15,,BILLINGS/LOGAN INT.,,,45.800,-108.5333,1099,,,,
72681,2002-04-15,,BOISE/MUN.,,,43.5667,-116.2167,871,,,,
72683,2002-04-15,,BURNS,,,43.5833,-118.950,1265,,,,
72688,2002-04-15,,PENDLETON,,,45.6833,-118.850,455,,,,
72693,2002-04-15,,EUGENE/MAHLON SWEET,,,44.1167,-123.2167,111,,,,
72694,2002-04-15,,SALEM/MCNARY,,,44.9167,-123.0167,61,,,,
72698,2002-04-15,,포틀랜드,,,45.600,-122.600,7,,,,
72712,2002-04-15,,CARIBOU/MUN.,,,46.8667,-68.000,191,,,,
72743,2002-04-15,,MARQUETTE,,,46.5333,-87.550,434,,,,
72745,2002-04-15,,DULUTH/INT.,,,46.8333,-92.1833,436,,,,
72747,2002-04-15,,INT.FALLS/FALLS INT. MN.,,,48.550,-93.3833,362,,,,
72753,2002-04-15,,FARGO/HECTOR FIELD,,,46.900,-96.800,274,,,,
72764,2002-04-15,,BISMARCK/MUN.,,,46.7667,-100.750,505,,,,
72768,2002-04-15,,GLASGOW/INT.,,,48.200,-106.6167,692,,,,
72770,2002-04-15,,DILLON,,,45.250,-112.550,,,,,
72772,2002-04-15,,HELENA/COUNTY-CITY,,,46.600,-112.000,1186,,,,
72773,2002-04-15,,MISSOULA / JOHNSON-BELL FIELD,,,46.9167,-114.0833,976,,,,
72774,2002-04-15,,BUTTE,,,45.950,-112.500,,,,,
72775,2002-04-15,,GREAT FALLS/INT.,,,47.4833,-111.3667,1118,,,,
72776,2002-04-15,,GREAT FALLS,,,47.450,-111.3833,1132,,,,
72777,2002-04-15,,HAVRE/CITY COUNTY,,,48.550,-109.7667,789,,,,
72779,2002-04-15,,KALISPELL/GLACIER PARK INT.,,,48.300,-114.2667,906,,,,
72781,2002-04-15,,YAKIMA/YAKIMA AIR TERMINAL,,,46.5667,-120.5333,332,,,,
72783,2002-04-15,,LEWISTON/LEWISTON-NEZ PERCE CO,,,46.3833,-117.0167,438,,,,
72785,2002-04-15,,SPOKANE/INT.,,,47.6333,-117.5333,720,,,,
72787,2002-04-15,,DEER PARK,,,47.9667,-117.4167,,,,,
72790,2002-04-15,,EPHRATA,,,47.300,-119.500,,,,,
72791,2002-04-15,,ASTORIA/CLATSOP,,,46.150,-123.8833,7,,,,
72792,2002-04-15,,OLYMPIA,,,46.9667,-122.900,62,,,,
72793,2002-04-15,,시애틀,,,47.450,-122.300,130,,,,
72793,2002-04-15,,시애틀,,,47.450,-122.300,130,,,,
72797,2002-04-15,,QUILLAYUTE,,,47.950,-124.550,56,,,,
74486,2002-04-15,,뉴욕공항,,,40.650,-73.7833,4,,,,
74740,2002-04-15,,JUNCTION/KIMBLE COUNTY A.,,,30.500,-99.7667,527,,,,
74782,2002-04-15,,JACKSONVILLE,,,30.3333,-81.500,,,,,
76040,2002-04-15,,EJIDO NUEVO LEON BC.,,,32.400,-115.1833,11,,,,
76055,2002-04-15,,SAN FELIPE,,,31.0333,-114.850,,,,,
76061,2002-04-15,,PUERTO PENASCO,,,31.300,-113.550,62,,,,
76113,2002-04-15,,ALTAR,,,30.7167,-111.8333,398,,,,
76118,2002-04-15,,PILARES DE NACOZARI,,,30.3667,-109.6833,1041,,,,
76122,2002-04-15,,NUEVA CASAS GRANDES,,,30.3667,-107.950,1487,,,,
76160,2002-04-15,,HERMOSILLO,,,29.0833,-110.9333,212,,,,
76220,2002-04-15,,TEMOSACHIC,,,28.950,-107.8167,1932,,,,
76225,2002-04-15,,CHIHUAHUA,,,28.6333,-106.0833,1433,,,,
76243,2002-04-15,,PIEDRAS NEGRAS,,,28.700,-100.5333,250,,,,
76253,2002-04-15,,SANTA ROSALIA,,,27.2833,-112.250,82,,,,
76256,2002-04-15,,EMPALME,,,27.950,-110.7667,12,,,,
76258,2002-04-15,,CIUDAD OBREGON,,,27.3667,-109.9333,40,,,,
76305,2002-04-15,,LORETO,,,26.0167,-111.3333,7,,,,
76311,2002-04-15,,CHOIX,,,26.7333,-108.2833,238,,,,
76323,2002-04-15,,HIDALGO DEL PARRAL,,,26.9333,-105.6667,1661,,,,
76342,2002-04-15,,MONCLOVA,,,26.8833,-101.4333,615,,,,
76373,2002-04-15,,TEPEHUANES,,,25.350,-105.750,1967,,,,
76382,2002-04-15,,TORREON,,,25.5333,-103.4333,1124,,,,
76390,2002-04-15,,SALTILLO,,,25.3667,-101.0167,1790,,,,
76393,2002-04-15,,몬테레이,,,25.7333,-100.300,515,,,,
76401,2007-01-01,,PUERTO CORTEZ,,,24.4667,-11.8333,5,,,,
76402,2002-04-15,,CIUDAD CONSTITUCION,,,24.950,-111.700,48,,,,
76405,2002-04-15,,LA PAZ,,,24.1667,-110.300,18,,,,
76412,2002-04-15,,CULIACAN,,,24.800,-107.400,39,,,,
76423,2002-04-15,,DURANGO,,,24.050,-104.600,1872,,,,
76458,2002-04-15,,COLONIA JUAN CARRASCO MAZATLAN,,,23.200,-106.4167,4,,,,
76471,2002-04-15,,SOMBRERETE,,,23.6333,-103.650,2351,,,,
76491,2002-04-15,,CIUDAD VICTORIA,,,23.7333,-99.1333,355,,,,
76499,2002-04-15,,SOTO LA MARINA,,,23.7667,-98.200,21,,,,
76519,2002-04-15,,COLOTLAN,,,22.100,-103.2667,1673,,,,
76525,2002-04-15,,ZACATECAS,,,22.7833,-102.5667,2612,,,,
76539,2002-04-15,,SAN LUIS POTOSI,,,22.1833,-100.9833,1883,,,,
76543,2002-04-15,,TAMUIN,,,22.000,-98.7667,104,,,,
76548,2002-04-15,,TAMPICO,,,22.200,-97.850,25,,,,
76556,2002-04-15,,TEPIC,,,21.5167,-104.8833,915,,,,
76571,2002-04-15,,AGUASCALIENTES,,,21.8667,-102.300,1874,,,,
76573,2002-04-15,,LAGOS DE MORENO,,,21.350,-101.9167,1942,,,,
76577,2002-04-15,,GUANAJUATO,,,21.000,-101.2833,1999,,,,
76581,2002-04-15,,RIO VERDE,,,21.9333,-99.9833,983,,,,
76585,2002-04-15,,MATLAPA,,,21.3167,-98.8167,132,,,,
76593,2002-04-15,,PROGRESO,,,21.300,-89.650,,,,,
76612,2002-04-15,,구아달라하라,,,20.6667,-103.3833,1551,,,,
76625,2002-04-15,,QUERETARO,,,20.5833,-100.400,1880,,,,
76632,2002-04-15,,PACHUCA,,,20.1333,-98.750,2435,,,,
76634,2002-04-15,,TULANCINGO,,,20.0833,-98.3667,2181,,,,
76640,2002-04-15,,TUXPAN.VER.,,,20.950,-97.400,28,,,,
76644,2002-04-15,,AEROP.INTERNACIONAL MERIDA,,,20.9833,-89.650,9,,,,
76647,2002-04-15,,VALLADOLID,,,20.6833,-88.200,27,,,,
76654,2002-04-15,,MANZANILLO,,,19.050,-104.3167,3,,,,
76656,2002-04-15,,CIUDAD GUZMAN,,,19.7167,-103.4667,1515,,,,
76658,2002-04-15,,COLIMA,,,19.2333,-103.7333,494,,,,
76662,2002-04-15,,ZAMORA,,,19.9833,-102.3167,1562,,,,
76665,2002-04-15,,MORELIA,,,19.700,-101.1833,1913,,,,
76670,2007-01-01,,FES CUAUTITLAN,,,19.6833,-99.1833,2251,,,,
76675,2002-04-15,,TOLUCA,,,19.2833,-99.6833,2720,,,,
76680,2002-04-15,,멕시코시티,,,19.400,-99.1833,2303,,,,
76680,2002-04-15,,멕시코시티,,,19.400,-99.1833,2303,,,,
76681,2007-01-01,,GEOGRAFIA UNAM D.F.,,,19.3167,-99.1833,2278,,,,
76683,2002-04-15,,TLAXCALA,,,19.3167,-98.250,2248,,,,
76685,2002-04-15,,PUEBLA,,,19.050,-98.1667,2179,,,,
76687,2002-04-15,,JALAPA,,,19.550,-96.9167,1389,,,,
76692,2002-04-15,,HACIENDA YLANG YLANG VERACRUZ,,,19.150,-96.1167,16,,,,
76695,2002-04-15,,CAMPECHE,,,19.850,-90.550,5,,,,
76698,2002-04-15,,FELIPE CARRILLO PUERTO,,,19.700,-87.900,12,,,,
76726,2002-04-15,,CUERNAVACA,,,18.8833,-99.2333,1618,,,,
76737,2002-04-15,,ORIZABA,,,18.850,-97.100,1259,,,,
76741,2002-04-15,,COATZACOALCOS,,,18.1333,-94.4167,22,,,,
76743,2002-04-15,,VILLAHERMOSA,,,17.9833,-92.9333,16,,,,
76750,2002-04-15,,CHETUMAL,,,18.4833,-88.300,7,,,,
76751,2007-01-01,,CHETUMAL,,,19.000,-86.3167,13,,,,
76762,2002-04-15,,CHILPANCINGO,,,17.550,-99.500,1265,,,,
76773,2002-04-15,,HUAJUAPAN DE LEON,,,17.800,-97.7667,1650,,,,
76775,2002-04-15,,OAXACA,,,17.050,-96.7167,1518,,,,
76805,2002-04-15,,아카풀코,,,16.8333,-99.9333,3,,,,
76833,2002-04-15,,SALINA CRUZ,,,16.1667,-95.1833,11,,,,
76840,2002-04-15,,ARRIAGA,,,16.2333,-93.900,48,,,,
76843,2002-04-15,,TUXTLA GUTIERREZ,,,16.750,-93.1333,576,,,,
76845,2002-04-15,,SN. CRISTOBAL LAS CASAS,,,16.750,-92.6333,2116,,,,
76848,2002-04-15,,COMITAN,,,16.250,-92.1333,1646,,,,
76855,2002-04-15,,PUERTO ANGEL,,,15.6833,-96.4833,46,,,,
76903,2002-04-15,,TAPACHULA,,,14.9167,-92.250,118,,,,
78016,2002-04-15,,버뮤다,,,32.3667,-64.6833,,,,,
78062,2002-04-15,,FREEPORT,,,26.550,-78.700,2,,,,
78070,2002-04-15,,ALICE TOWN,,,25.7333,-79.300,2,,,,
78073,2002-04-15,,나쏘,,,25.050,-77.4667,3,,,,
78224,2002-04-15,,하바나,,,22.9833,-82.400,,,,,
78224,2002-04-15,,하바나,,,22.9833,-82.400,,,,,
78255,2002-04-15,,CAMAGUEY AEROPUERTO,,,21.4167,-77.850,,,,,
78310,2002-04-15,,CABO SAN ANTONIO,,,21.8667,-84.950,,,,,
78322,2002-04-15,,BATABANO,,,22.7167,-82.2833,,,,,
78325,2002-04-15,,하바나,,,23.1667,-82.350,,,,,
78355,2002-04-15,,CAMAGUEY,,,21.400,-77.850,,,,,
78367,2002-04-15,,GUANTANAMO,,,19.900,-75.1333,,,,,
78369,2002-04-15,,PUNTA DE MAISI,,,20.250,-74.150,,,,,
78384,2002-04-15,,오웬로버츠공항,,,19.2833,-81.350,3,,,,
78388,2002-04-15,,MONTEGO BAY/SANGSTER,,,18.500,-77.9167,1,,,,
78397,2002-04-15,,킹스톤,,,17.9333,-76.7833,3,,,,
78439,2002-04-15,,PORT-AU-PRINCE/AEROPORT INT.,,,18.5667,-72.300,31,,,,
78451,2002-04-15,,MONTE CRISTI,,,19.8833,-71.650,,,,,
78458,2002-04-15,,PUERTO PLATA,,,19.750,-70.550,5,,,,
78460,2002-04-15,,SANTIAGO,,,19.450,-70.700,183,,,,
78464,2002-04-15,,CABRERA,,,19.6333,-69.8833,,,,,
78466,2002-04-15,,ARROYO BARRIL,,,19.200,-69.450,,,,,
78467,2002-04-15,,SABANA DE LA MAR,,,19.050,-69.3833,,,,,
78473,2002-04-15,,BAYAGUANA,,,18.750,-69.6333,,,,,
78479,2002-04-15,,PUNTA CANA,,,18.5667,-68.3667,12,,,,
78480,2002-04-15,,JIMANI,,,18.3333,-71.850,,,,,
78482,2002-04-15,,BARAHONA,,,18.200,-71.100,3,,,,
78484,2002-04-15,,HERRERA,,,18.4667,-69.9667,65,,,,
78485,2002-04-15,,LAS AMERICAS,,,18.4333,-69.6667,18,,,,
78486,2002-04-15,,산토도밍고,,,18.4333,-69.8833,,,,,
78488,2007-01-01,,AEROPUERTO INTERNACIONAL DE LA,,,18.450,-68.9167,94,,,,
78526,2002-04-15,,상환,,,18.4167,-65.9833,4,,,,
78526,2002-04-15,,상환,,,18.4167,-65.9833,4,,,,
78543,2002-04-15,,C. AMALIE/TRUMAN,,,18.3333,-64.9667,3,,,,
78583,2002-04-15,,벨리즈,,,17.5333,-88.300,5,,,,
78584,2002-04-15,,BELIZE/LANDIVAR,,,17.5167,-88.200,,,,,
78588,2002-04-15,,HALF MOON CAYE,,,17.1833,-87.500,,,,,
78615,2002-04-15,,FLORES,,,16.9167,-89.8833,,,,,
78627,2002-04-15,,HUEHUETENANGO,,,15.3167,-91.4667,,,,,
78629,2002-04-15,,QUETZALTENANGO,,,14.8167,-91.500,,,,,
78631,2002-04-15,,COBAN,,,15.4833,-90.3167,,,,,
78637,2002-04-15,,PUERTO BARRIOS,,,15.7167,-88.600,,,,,
78639,2002-04-15,,RETALHULEU,,,14.5333,-91.6667,,,,,
78641,2002-04-15,,GUATEMALA (AEROPUERTO LA AUROR,,,14.5833,-90.5167,,,,,
78647,2002-04-15,,SAN JOSE,,,13.9167,-90.8167,,,,,
78650,2002-04-15,,ACAJUTLA,,,13.5667,-89.8333,15,,,,
